method-a,method-b,verdict
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,no-break-pass (indirect)
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(I)I,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.codec.language.MatchRatingApproachEncoder.leftToRightThenRightToLeftProcessing(Ljava/lang/String;Ljava/lang/String;)I,no-break-pass (direct)
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.codec.language.Metaphone.metaphone(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Metaphone.isNextChar(Ljava/lang/StringBuilder;IC)Z,no-break-pass (direct)
org.apache.commons.codec.language.Metaphone.metaphone(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Metaphone.isVowel(Ljava/lang/StringBuilder;I)Z,no-break-pass (direct)
org.apache.commons.codec.language.Metaphone.metaphone(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Metaphone.regionMatch(Ljava/lang/StringBuilder;ILjava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.codec.language.Nysiis.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Nysiis.isStrict()Z,no-break-pass (indirect)
org.apache.commons.codec.language.Nysiis.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Nysiis.nysiis(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.Nysiis.nysiis(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Nysiis.isStrict()Z,no-break-pass (direct)
org.apache.commons.codec.language.Soundex.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.Soundex.soundex(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.language.bm.Languages$LanguageSet.isSingleton()Z,org.apache.commons.codec.language.bm.Languages$LanguageSet.getAny()Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.bm.PhoneticEngine.encode(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.decode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,no-break-pass (indirect)
org.apache.commons.codec.net.PercentCodec.decode([B)[B,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,no-break-pass (indirect)
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,no-break-pass (direct)
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.encode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,no-break-pass (indirect)
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,no-break-pass (indirect)
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,no-break-pass (direct)
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.encode([B)[B,org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,no-break-pass (direct)
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,no-break-pass (indirect)
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QuotedPrintableCodec.encode([B)[B,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,org.apache.commons.codec.net.BCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,org.apache.commons.codec.net.BCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,org.apache.commons.codec.net.QCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,org.apache.commons.codec.net.QCodec.decodeText(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.getDefaultCharset()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.encode([B)[B,no-break-pass (indirect)
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.getDefaultCharset()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.encode([B)[B,no-break-pass (direct)
org.apache.commons.codec.net.URLCodec.encode([B)[B,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode([B)[B,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode([B)[B,org.apache.commons.codec.net.URLCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,true-spec
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication.invoke()Lorg/apache/commons/codec/language/bm/PhoneticEngine$RulesApplication;,org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication.getI()I,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication.invoke()Lorg/apache/commons/codec/language/bm/PhoneticEngine$RulesApplication;,org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication.getPhonemeBuilder()Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;,spurious-spec
org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.markSupported()Z,org.apache.commons.codec.binary.Base16InputStream.close()V,spurious-spec
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base32.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,spurious-spec
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,no-break-pass (direct)
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.encode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.encode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.Base32.getCodecPolicy()Lorg/apache/commons/codec/CodecPolicy;,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.Base32.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.Base32.validateCharacter(JLorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.BaseNCodec.encode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.BaseNCodec.encode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.BaseNCodec.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.Base32.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
